,연번,비상소화장치일련번호,일련번호,X좌표,Y좌표,비상소화장치고유번호,사용구분,삭제여부,업데이트날짜,위도,경도,도로명주소
347,348,110081254,164,199765.03987109,547540.93956005,000091,52201,N,20231029120041,37.52736180541586,126.99734187456558,서울 용산구 보광동 228-11
348,349,110081255,165,197830.317241,550368.85022263,000092,52201,N,20231009120013,37.5528387571343,126.97544582750287,서울 용산구 동자동 5-6
349,350,110081256,166,198513.02697825,549575.3412912,000093,52201,N,20231027120009,37.545690607058816,126.98317362041794,서울 용산구 용산동2가 1-294
350,351,110081258,167,198693.36956933,549424.88118735,000097,52201,N,20231027120009,37.54433523587164,126.98521461972886,서울 용산구 용산동2가 31
351,352,110081259,168,199988.9766803,548101.84158801,000095,52201,N,20230608120006,37.53241557125703,126.99987528376151,서울 용산구 한남동 759-4
352,353,110081262,171,200465.49572828,547766.2076683,000103,52201,N,20230608120006,37.5293913875901,127.00526633844412,서울 용산구 한남동 568-320
353,354,110081263,172,197047.95357479,550364.73178489,000106,52201,N,20231101120003,37.55279947692493,126.96659188155037,서울 용산구 서계동 32-1
354,355,110081264,173,197073.50864568,549865.53585153,000109,52201,N,20231019120009,37.548301811806674,126.96688307668256,서울 용산구 청파동1가 97-20
355,356,110081265,174,199498.25693127,549044.51847717,000110,52201,N,20231022120010,37.54090895851358,126.99432270791219,서울 용산구 이태원동 258-127
356,357,110081266,175,200228.77138844,548777.57790758,000099,52201,N,20230608120006,37.53850393194263,127.00258849670104,서울 용산구 한남동 729-54
357,358,110081267,176,198862.39180508,549253.49284378,000100,52201,N,20231027120009,37.5427912518424,126.98712748264025,서울 용산구 용산동2가 37-7
358,359,110081269,177,198538.40201662,549376.86404851,000102,52201,N,20231027120009,37.543902369183684,126.98346115587282,서울 용산구 용산동2가 5-1227
359,360,110081270,178,199727.40136523,547209.28506692,000104,52201,N,20231112120003,37.524373580888934,126.99691618971421,서울 용산구 동빙고동 34-3
360,361,110081274,181,199352.98053938,548425.04417828,000133,52201,N,20231022120010,37.535327402820194,126.99267943116195,서울 용산구 이태원동 112-12
361,362,110081275,182,196894.79127846,546982.70294445,000134,52201,N,20231114120009,37.522326886778345,126.96487285102114,서울 용산구 한강로3가 65-22
362,363,110081276,183,197060.25504831,550193.35544212,000135,52201,N,20231101120003,37.5512554187835,126.96673178286136,서울 용산구 서계동 33-10
363,364,110081277,184,205439.54726609,554219.59842948,061,52201,N,20231116120041,37.58752030700843,127.06158758530555,서울 동대문구 휘경동 286-139
364,365,110081278,185,203507.92717455,554348.18555875,062,52201,N,20231102120007,37.588688252252226,127.0397180382143,서울 동대문구 제기동 1212-9
365,366,110081279,186,205548.16726977,554081.2326184,063,52201,N,20231116120041,37.58627299364117,127.06281635326401,서울 동대문구 휘경동 286-286
366,367,110081281,188,204158.48288746,554320.43021412,065,52205,N,20231119120004,37.58843547039595,127.04708370899931,서울 동대문구 청량리동 831
367,368,110081282,189,204193.37115775,554268.18455944,066,52201,N,20231119120004,37.58796458282884,127.0474784263262,서울 동대문구 청량리동 61
368,369,110081283,190,203204.15523094,553526.27816502,067,52201,N,20231019120009,37.58128403184041,127.03627502789692,서울 동대문구 제기동 892-64
369,370,110081284,191,205318.92665893,553169.86285037,069(2642),52201,N,20231019120009,37.57806296797859,127.06021427845081,서울 동대문구 전농동 688-8
370,371,110081549,194,199533.48614352,556623.53676139,87,52201,N,20231116120041,37.60919552563842,126.99471650896153,서울 성북구 정릉동 955-11
371,372,110081533,195,201001.59192306,557134.7854973,168,52201,N,20231025120007,37.613801393873835,127.01134420390642,서울 성북구 정릉동 266-564
372,373,110081551,196,203815.85388014,556894.97883334,89,52201,N,20231017120007,37.611633394251335,127.04321776750497,서울 성북구 장위동 233-667
373,374,110081535,198,200704.83239014,556053.32971552,171,52201,N,20231110120028,37.60405786658598,127.00798201261753,서울 성북구 정릉동 431-62
374,375,110081537,199,200271.83821226,555554.11765132,174,52201,N,20231029120041,37.599560242836084,127.00307829982081,서울 성북구 정릉동 635-4
375,376,110081538,200,202963.44731851,556627.50319259,175,52201,N,20231029120041,37.60922660857657,127.03356246212999,서울 성북구 하월곡동 81-15
376,377,110081539,201,202377.08793876,556885.03482893,176,52201,N,20231103120009,37.6115486423997,127.026922498098,서울 성북구 길음동 1288
377,378,110081540,202,199888.70067398,556417.37668967,177,52201,N,20231116120041,37.607338156448805,126.99873951360527,서울 성북구 정릉동 896-11
378,379,110081541,203,200179.28446621,557270.97107706,178,52201,N,20231103120009,37.615028938236634,127.0020306403552,서울 성북구 정릉동 760-21
379,380,110081543,205,202003.29014212,554936.91667316,144,52201,N,20231117120006,37.59399717602767,127.02268359737218,서울 성북구 돈암동 산 11-269
380,381,110081544,206,203992.0429757,556907.32015567,151,52201,N,20231017120007,37.61174384052837,127.04521332455565,서울 성북구 장위동 233-636
381,382,110081545,207,200167.84408414,554623.86768603,163,52201,N,20231116120041,37.59117879422304,127.00190045565242,서울 성북구 성북동1가 120-1
382,383,110081547,209,200775.91089995,555650.31056947,170,52201,N,20231110120028,37.600426645285395,127.00878652805883,서울 성북구 정릉동 506-80
383,384,110081552,210,199932.18353877,557329.27254209,90,52201,N,20231102120007,37.61555424269595,126.9992318809622,서울 성북구 정릉동 835-27
384,385,110081553,211,200755.09009816,555599.9138367,91,52201,N,20231110120028,37.59997259268341,127.00855069830251,서울 성북구 정릉동 559-109
385,386,110081555,213,199403.62059623,554726.88371251,93,52201,N,20231116120041,37.592106782626125,126.99324726464398,서울 성북구 성북동 217-140
386,387,110081556,214,201834.25542562,555253.98955881,94,52201,N,20231018120001,37.59685432799896,127.02077038247863,서울 성북구 동선동4가 240-3
387,388,110081559,216,201407.87483997,555314.24751506,97,52201,N,20231119120004,37.597397997802965,127.01594233351001,서울 성북구 돈암동 407-12
388,389,110081560,217,200230.18956023,554478.99517543,98,52201,N,20231116120041,37.5898734906141,127.00260633201974,서울 성북구 성북동1가 106-26
389,390,110081561,218,200673.23260465,554085.68007132,99,52201,N,20231021120008,37.58632953310861,127.00762234612101,서울 성북구 삼선동1가 167
390,391,110081346,1,192337.26766181,545216.90090048,000009,52201,N,20231110120028,37.50639037309208,126.9133350725385,서울 영등포구 신길동 4911
391,392,110081928,92,201306.32541518,559958.71385483,210,52201,N,20231117120006,37.63924423160811,127.01480071240366,서울 강북구 수유동 391-282
392,393,110081929,93,202002.4717672,559208.49652753,433,52201,N,20231111120009,37.632483630914635,127.02268601919093,서울 강북구 수유동 89-2
393,394,110081931,94,200583.97192342,560529.41796332,218,52201,N,20231018120001,37.64438692955475,127.0066168783459,서울 강북구 수유동 535-131
394,395,110081933,95,202342.34246581,560321.01265157,103,52201,N,20231114120009,37.642506431074835,127.02653998194442,서울 강북구 수유동 171-28
395,396,110081934,96,202001.07160468,560883.96193053,205,52201,N,20231116120041,37.64757931971509,127.02267474421755,서울 강북구 수유동 717-1
396,397,110081935,97,202072.69721414,559046.49719953,434,52201,N,20231111120009,37.63102388417456,127.02348114455116,서울 강북구 수유동 55-7
397,398,110081937,99,202270.49261986,560211.04230903,102,52201,N,20231114120009,37.641515795873964,127.02572554349894,서울 강북구 수유동 177-7
398,399,110081938,100,201951.95203633,561440.64883323,63,52201,N,20231113120034,37.652595080254656,127.02211964320472,서울 도봉구 쌍문동 460-17
399,400,110081939,101,202070.92494592,557116.18846117,310,52201,N,20231015120025,37.613632050915925,127.0234556019444,서울 강북구 미아동 636-54
400,401,110081940,102,203078.2775986,563271.05855895,133,52201,N,20231113120034,37.66908364673345,127.03489095105876,서울 도봉구 방학동 384-20
401,402,110081941,103,201883.82756377,560077.46557175,101,52201,N,20231109120021,37.6403131641204,127.0213441375788,서울 강북구 수유동 32-2
402,403,110081942,104,203939.90076196,561781.2760259,104,52201,N,20231118120007,37.65565769586139,127.04464903603159,서울 도봉구 창동 272-2
403,404,110081946,108,190276.72866562,542673.27969633,000080,52201,N,20231116120041,37.483452816183124,126.8900641652453,서울 구로구 가리봉동 113-20
404,405,110081947,109,186808.41983932,543463.27866417,000081,52201,N,20231107120010,37.49052775154254,126.85083580391873,서울 구로구 개봉동 479
405,406,110081948,110,186753.45520393,545022.8602257,000082,52201,N,20231110120028,37.50457884828968,126.85018622252254,서울 구로구 고척동 251-9
406,407,110081949,111,189653.0013294,544427.10242364,000083,52201,N,20231109120021,37.49924808428839,126.8829873783711,서울 구로구 구로동 494-20
407,408,110081950,112,190316.19880235,542493.71241752,000084,52201,N,20231116120041,37.48183531659361,126.89051279310895,서울 구로구 가리봉동 131-1
408,409,110081951,113,191784.67559748,538136.11731766,000087,52201,N,20231025120007,37.442587136529255,126.9071642507415,서울 금천구 시흥동 1003-2
409,410,110081953,115,191551.13460032,541354.61124632,000086,52201,N,20231110120028,37.471584032451275,126.90448829506533,서울 금천구 독산동 181-76
410,411,110081954,116,192228.34669285,539280.79476839,000088,52201,N,20231031120006,37.4529046613354,126.91216581094105,서울 금천구 시흥동 219-1
411,412,110081955,117,190585.11256435,543128.63691061,000089,52201,N,20231103120009,37.487558808417766,126.89354507026886,서울 구로구 구로동 170-17
412,413,110081956,118,191795.346861,539584.2316439,000001,52201,N,20231022120010,37.45563492549561,126.90726873497096,서울 금천구 시흥동 1000-42
413,414,110081959,120,186815.4636267,545047.80389361,000014,52201,N,20231110120028,37.5048044786458,126.85088706687736,서울 구로구 고척동 261-38
414,415,110082372,122,196299.00294753,543519.28121291,000012,52201,N,20231118120007,37.49111909196547,126.95815052133159,서울 관악구 봉천동 1-544
415,416,110082367,124,195918.94005381,545691.85825267,000003,52201,N,20231107120010,37.51069253430573,126.9538408660778,서울 동작구 본동 50-8
416,417,110082374,125,194281.45855828,542194.06222388,000013,52201,N,20231029120041,37.47916848127595,126.93534719154238,서울 관악구 신림동 92-133
417,418,110082376,127,196389.76980253,545488.21789901,000022,52201,N,20231118120007,37.50885968674367,126.9591672193557,서울 동작구 흑석동 198-90
418,419,110082377,128,196103.92357982,545947.08900483,000023,52202,N,20231023120005,37.5129929727963,126.95593178348709,서울 동작구 본동 10-30
419,420,110082379,130,196438.69066011,545296.65439966,000026,52201,N,20231118120007,37.50713388062173,126.9597214561179,서울 동작구 흑석동 223-5
420,421,110082380,131,194876.77132179,545754.93988419,000027,52201,N,20231031120006,37.51125570786629,126.94205290421141,서울 동작구 노량진동 232-11
421,422,110081502,351,200485.86924829,554844.35471331,76,52201,N,20231104120010,37.593165251842564,127.00550151950196,서울 성북구 성북동 168-17
422,423,110081503,352,204524.62774967,557843.71541362,77,52201,N,20231104120010,37.62017818449676,127.0512510939895,서울 성북구 장위동 320
423,424,110080020,442,200750.93439978,554607.63495053,212,52201,N,20231026120008,37.591032247599216,127.00850262153963,서울 성북구 동소문동4가 6-1
424,425,110080022,444,200777.45529722,553664.52148344,208,52201,N,20231021120008,37.58253484077434,127.00880190966174,서울 성북구 삼선동1가 303
425,426,110080023,445,201894.84837239,554959.46351662,213,52201,N,20231117120006,37.59420055080453,127.02145575104679,서울 성북구 동선동3가 250-1
426,427,110080024,446,204564.97613106,557361.46711027,211,52201,N,20231109120021,37.61583298719631,127.05170511667178,서울 성북구 장위동 75-616
427,428,110080025,447,199728.5009931,556312.80449425,204,52201,N,20231110120028,37.606395938336405,126.99692526001871,서울 성북구 정릉동 산 87-1
428,429,110080026,448,192656.38876887,553799.81751101,56,52201,N,20231102120007,37.58372489730957,126.916858466325,서울 은평구 응암동 743-5
429,430,110080027,449,193923.1183876,558478.1933584,52,52201,N,20231011120006,37.625885799680184,126.93116104746387,서울 은평구 불광동 170-68
430,431,110080430,2112,196469.28149027,551181.2084161,91,52201,N,20231116120041,37.560153874553166,126.96003916018067,서울 서대문구 북아현동 544
431,432,110081887,2115,201849.32351414,562445.8896263,86,52201,N,20231112120003,37.66165233141817,127.02095919622136,서울 도봉구 방학동 558-3
432,433,110081888,2116,203261.72997993,562127.15838038,76,52201,N,20231118120007,37.65877669172835,127.03696519319277,서울 도봉구 쌍문동 21-34
433,434,110081889,2117,203156.6689767,561483.68415438,79,52201,N,20231118120007,37.6529794712519,127.03577175534093,서울 도봉구 쌍문동 81-234
434,435,110081890,2118,202730.98355876,561402.90593122,77,52201,N,20231112120003,37.65225303762692,127.03094753526327,서울 도봉구 쌍문동 137-114
435,436,110081891,2119,201005.7414218,558380.61188298,427,52201,N,20231029120041,37.62502613357207,127.01139291453183,서울 강북구 미아동 791-3725
436,437,110081892,2120,202955.74591153,559973.3164238,107,52201,N,20231118120007,37.6393719740788,127.03348876095833,서울 강북구 번동 472-14
437,438,110082604,2033,196186.93351908,545654.80772696,000095,52201,N,20231026120008,37.510359853109065,126.95687221748004,서울 동작구 본동 16-23
438,439,110082605,2034,194772.6242072,545401.36961632,000203,52201,N,20231115120002,37.50806944125947,126.94087744489273,서울 동작구 노량진동 229-112
439,440,110082606,2035,197190.33200782,545077.81599249,000204,52202,N,20231025120007,37.50516472835316,126.96822338270634,서울 동작구 흑석동 284
440,441,110081768,2037,196547.74069144,549759.03595926,000068,52201,N,20231024120006,37.54734043070515,126.96093385423313,서울 마포구 공덕동 11-243
441,442,110081769,2038,193010.76421787,551874.34239761,000069,52201,N,20231105120007,37.56637924391514,126.92088891961465,서울 마포구 연남동 453-35
442,443,110081770,2039,191622.84956175,551003.99875488,000070,52201,N,20231115120002,37.55852591612143,126.90518908543217,서울 마포구 망원동 424-16
443,444,110082609,2041,198264.64925671,544119.62744308,000207,52201,N,20231018120001,37.49653403616791,126.98037589126437,서울 동작구 동작동 102-51
444,445,110081771,2042,196198.86892655,549337.31582517,000071,52201,N,20231030120051,37.54353936473058,126.95698816711419,서울 마포구 신공덕동 139-106
445,446,110081772,2043,191568.50756819,550038.88495669,000072,52201,N,20231116120041,37.549829778261795,126.90458514142635,서울 마포구 합정동 457-1
446,447,110081775,2046,193192.26696447,550308.06274823,000076,52201,N,20231103120009,37.55226848201172,126.92295787706715,서울 마포구 서교동 359
447,448,110081776,2047,193894.78106736,550684.1009897,000077,52201,N,20231027120009,37.5556614958151,126.93090499325723,서울 마포구 동교동 192-52
448,449,110081778,2049,192592.42115709,549656.77294695,000080,52201,N,20231119120004,37.54639575203548,126.9161760875657,서울 마포구 합정동 404
449,450,110081779,2050,193765.08229678,550438.24761768,000081,52201,N,20231119120004,37.5534454959725,126.92943923416998,서울 마포구 창전동 6-17
450,451,110080445,2051,196815.59459121,554595.90381558,5-12,52201,N,20231103120009,37.59092135018011,126.963943916517,서울 종로구 부암동 338-10
451,452,110080250,1880,209314.38749712,540478.75173524,000064,52201,N,20231026120008,37.46368414077019,127.1052850714842,서울 강남구 세곡동 516-6
452,453,110080259,1884,209107.69768394,542588.7275895,000073,52202,N,20231031120006,37.48269726660359,127.10297483743128,서울 강남구 자곡동 216
453,454,110080262,1885,209247.29013028,541185.50835603,000076,52201,N,20231021120008,37.47005275967923,127.10453550464513,서울 강남구 율현동 300-18
454,455,110080263,1886,209704.85074452,540876.77454009,000077,52201,N,20231119120004,37.46726635035852,127.10970390096762,서울 강남구 세곡동 111-12
455,456,110080265,1887,205482.83038412,546559.10450998,000080,52201,N,20231103120009,37.51849919249502,127.06202042186374,서울 강남구 삼성동 111-20
456,457,110080266,1888,205383.31846962,546400.58754557,000081,52201,N,20231103120009,37.51707153576727,127.0608936076891,서울 강남구 삼성동 111-27
457,458,110080267,1889,202103.66393966,545565.96111173,000009,52201,N,20231031120006,37.509564817959614,127.02379329094624,서울 강남구 논현동 280-17
458,459,110080318,1890,202004.68943264,541594.2791279,000027,52201,N,20231116120041,37.473779892409446,127.02266303461813,서울 서초구 우면동 56-1
459,460,110080319,1892,200356.03007991,542127.46053575,000029,52201,N,20231106120008,37.47858601376111,127.00402518149261,서울 서초구 방배동 997-1
460,461,110080321,1894,201780.51549289,545249.98431924,000031,52201,N,20231108120004,37.50671853147923,127.0201375865975,서울 서초구 반포동 726-11
461,462,110080324,1897,199965.52044535,543858.64087191,000033,52201,N,20231112120003,37.49418415859587,126.99961010225995,서울 서초구 반포동 577-18
462,463,110080325,1898,199999.82497905,543805.87686859,000034,52201,N,20231112120003,37.4937087518487,126.99999802086076,서울 서초구 반포동 577-66
463,464,110080327,1900,199226.39446028,540563.0052627,000036,52201,N,20231107120010,37.46448985285854,126.9912554635979,서울 서초구 방배동 2898
464,465,110080328,1901,198668.6083024,541516.62170803,000037,52201,N,20231107120010,37.47308140589897,126.98494874319812,서울 서초구 방배동 511-56
465,466,110080330,1903,199646.50082658,542275.90566395,000039,52201,N,20231114120009,37.479923519136165,126.99600336103106,서울 서초구 방배동 273-3
466,467,110080331,1904,200270.54233766,542120.88983298,000040,52201,N,20231106120008,37.4785268400838,127.00305867737977,서울 서초구 방배동 997-1
467,468,110080338,1911,199514.31433955,541410.53368894,000048,52201,N,20231106120008,37.4721263729415,126.9945094395419,서울 서초구 방배동 607
468,469,110080340,1913,204625.63471937,540262.75569235,000051,52201,N,20231016120009,37.4617733262386,127.05228448389904,서울 서초구 염곡동 176-2
469,470,110080343,1914,208017.79688155,540077.05805814,000054,52201,N,20231113120034,37.4600769860976,127.09062472437904,서울 서초구 내곡동 374-72
470,471,110080344,1915,208042.54984405,540029.05292262,000055,52201,N,20231113120034,37.45964423960185,127.09090398186511,서울 서초구 내곡동 374-47
471,472,110080345,1916,207893.28197516,539981.04778499,000056,52201,N,20231113120034,37.459212993668764,127.08921631297204,서울 서초구 내곡동 374-67
472,473,110080346,1917,207868.52900933,539752.52333622,000057,52201,N,20231113120034,37.457154173147444,127.08893409670094,서울 서초구 내곡동 374-67
473,474,110081841,2288,201506.07094516,557935.78731125,410,52201,N,20231112120003,37.621017637492436,127.01705966945384,서울 강북구 미아동 839-342
474,475,110081843,2289,201181.35345339,558522.4529013,411,52201,N,20231026120008,37.626303893689446,127.01338245498934,서울 강북구 미아동 791-1364
475,476,110081845,2290,201401.06501219,558179.08862991,413,52201,N,20231026120008,37.62320991770103,127.01587070514546,서울 강북구 미아동 760-91
476,477,110081846,2291,201441.83663647,557967.9757037,414,52201,N,20231112120003,37.62130775384829,127.01633213368572,서울 강북구 미아동 839-135
477,478,110081878,2293,201333.37694813,558252.90245561,426,52201,N,20231029120041,37.62387507145167,127.0151040963612,서울 강북구 미아동 791-3595
478,479,110081930,2294,201438.65175868,559581.04241585,211,52201,N,20231020120003,37.63584127081904,127.01629923107812,서울 강북구 수유동 413-31
479,480,110081958,2295,185871.26361061,544220.89742945,000012,52201,N,20231107120010,37.49734006884662,126.8402243767053,서울 구로구 오류동 14-312
480,481,110081960,2296,186101.93522805,544074.26873471,000005,52201,N,20231107120010,37.49602243877894,126.84283569949254,서울 구로구 오류동 23-42
481,482,110081968,2297,186107.83292715,544400.85468061,000013,52201,N,20231111120009,37.498965077025204,126.84289622827006,서울 구로구 오류동 19-151
482,483,110081969,2298,186426.70111274,543776.71788917,000036,52201,N,20231117120006,37.49334632339156,126.8465137429566,서울 구로구 오류동 145-76
483,484,110081989,2300,185358.77526334,544037.82785161,000052,52203,N,20231116120041,37.49568262623905,126.8344325362564,서울 구로구 궁동 192-104
484,485,110082005,2302,186463.78320193,543828.57448323,000059,52201,N,20231116120041,37.493814097352534,126.84693211066507,서울 구로구 오류동 142-63
485,486,110082016,2303,185994.00832169,543427.20750027,000076,52201,N,20231114120009,37.490190762961795,126.84162753822244,서울 구로구 오류동 156-110
486,487,110082030,2304,186528.01324307,543677.05222268,000090,52201,N,20231108120004,37.492449814569206,126.84766119614764,서울 구로구 오류동 145-79
487,488,110082037,2305,208742.69118431,556024.47717104,1-1,52201,N,20231023120005,37.60375664876775,127.0990079088877,서울 중랑구 신내동 479
488,489,110080002,2307,201778.32217974,555512.05385436,141,52201,N,20231117120006,37.59917957403096,127.0201376432075,서울 성북구 돈암동 42-17
489,490,110080036,2309,193657.96709683,556429.61947445,57,52201,N,20230609120002,37.60742661310782,126.92817517048387,서울 은평구 녹번동 131-54
490,491,110080050,2310,193471.34782864,555114.28371715,66,52201,N,20230523120025,37.595574266287144,126.92607339799325,서울 은평구 응암동 227-1
491,492,110080077,2311,193117.73002318,551979.31963316,7,52201,N,20231026120008,37.567325888724454,126.92209867832653,서울 서대문구 연희동 446-173
492,493,110080078,2312,193490.13210859,552005.98598371,8,52201,N,20231026120008,37.56756885740546,126.9263137066921,서울 서대문구 연희동 434-13
493,494,110080083,2313,194255.68173267,555543.26263408,81,52205,N,20230324120009,37.599444554719916,126.93495136173739,서울 은평구 응암동 770
494,495,110080089,2314,193245.86785885,552520.18602658,1,52205,N,20231026120008,37.572200014135454,126.92354410507885,서울 서대문구 연희동 519-127
495,496,110080093,2316,193002.33370449,552252.51737752,4,52205,N,20231026120008,37.56978651702241,126.9207898867247,서울 서대문구 연희동 537-148
496,497,110081341,2473,191640.22574791,544149.42872662,000072,52201,N,20231116120041,37.49676635220059,126.90546371727719,서울 영등포구 대림동 906-35
497,498,110081342,2474,192238.11878499,545832.0497287,000073,52201,N,20231015120025,37.5119320585461,126.91220721635318,서울 영등포구 신길동 192-48
498,499,110081352,2475,192381.20491275,545988.91951392,000013,52201,N,20231021120008,37.513346652086824,126.91382400261088,서울 영등포구 신길동 186-355
499,500,110082197,2185,194669.42485971,544544.44892028,000136,52201,N,20231103120009,37.50034795312772,126.93971645073364,서울 동작구 상도동 202-156
500,501,110082198,2186,195332.46423739,544108.65828367,000137,52201,N,20231109120021,37.496425041848696,126.94721753302858,서울 동작구 상도동 214-3
501,502,110082199,2187,194413.19718977,544088.13509482,000138,52201,N,20231115120002,37.496235024680956,126.93682223384366,서울 동작구 상도동 279-237
502,503,110082201,2189,195887.486682,543875.96038059,000140,52201,N,20231013120007,37.494331056061185,126.95349525945365,서울 동작구 상도동 134-199
503,504,110082202,2190,197774.74161554,542079.86719257,000141,52201,N,20231111120009,37.47815458347528,126.97484196475654,서울 동작구 사당동 419-18
504,505,110082204,2192,195647.06589306,544937.2025985,000143,52201,N,20231031120006,37.503891809874354,126.95077027941323,서울 동작구 상도1동 656-1
505,506,110082205,2193,197317.85261976,543428.46144196,000144,52201,N,20231023120005,37.49030431835026,126.96967161821307,서울 동작구 사당동 175-88
506,507,110082206,2194,198168.29464569,543506.55564656,000145,52201,N,20231015120025,37.49101003022315,126.97928779651585,서울 동작구 사당동 708-498
507,508,110082207,2195,197166.45179641,542329.62491769,000146,52205,N,20231117120006,37.48040325901896,126.96796388147315,서울 동작구 사당동 288-19
508,509,110082209,2196,197611.59608804,541376.33292022,000028,52201,N,20231028120004,37.471815263259806,126.97299977604696,서울 관악구 남현동 1072-95
509,510,110082211,2198,196189.59920699,541888.018345,000090,52201,N,20231115120002,37.47642083259051,126.95692186490663,서울 관악구 봉천동 산 56-3
510,511,110080475,2199,199030.05486011,553708.11941929,3-33,52201,N,20231022120010,37.58292747270941,126.98901877141952,서울 종로구 원서동 76-1
511,512,110080476,2200,200129.42422021,554426.41400167,4-19,52201,N,20231106120008,37.589399757906044,127.00146540247503,서울 종로구 혜화동 15-142
512,513,110080477,2201,200559.50510878,553299.83621341,4-20,52201,N,20231002120010,37.57924920749667,127.00633412239898,서울 종로구 동숭동 201-24
513,514,110080478,2202,200496.82457868,553374.66838257,4-21,52201,N,20231002120010,37.57992347675458,127.00562457075394,서울 종로구 동숭동 190-28
514,515,110080479,2203,200504.70408849,553287.32403839,4-22,52201,N,20231002120010,37.579136505208446,127.00571371485856,서울 종로구 동숭동 192-2
515,516,110080482,2206,196584.50473679,551269.39337196,132,52201,N,20231115120002,37.56094885224037,126.96134285157754,서울 서대문구 충정로3가 32-1
516,517,110080094,2317,193330.26596228,552633.74418124,2,52205,N,20231026120008,37.573223781411194,126.92449844693924,서울 서대문구 연희동 519-90
517,518,110080103,2318,194639.00550489,556567.20121372,8,52201,N,20230609120002,37.608672448404846,126.93928461875706,서울 은평구 녹번동 산 1-78
518,519,110080105,2319,191579.35434952,555257.80971935,10,52201,N,20231024120006,37.596852058476195,126.90464795509642,서울 은평구 신사동 237-1
519,520,110080106,2320,194399.10598122,555392.6710066,11,52201,N,20230527120035,37.59808862247324,126.93657664818306,서울 은평구 응암동 34-44
520,521,110080123,2321,194071.15905792,551748.64786683,13,52201,N,20231007120010,37.56525417460401,126.93289252448156,서울 서대문구 연희동 36-8
521,522,110080144,2322,193443.0099367,555021.36026964,34,52201,N,20230526120029,37.594736833146285,126.92575334852945,서울 은평구 응암동 227-24
522,523,110080149,2325,193872.58486316,555683.78168099,39,52201,N,20230523120025,37.60070814680964,126.93061200127359,서울 은평구 응암동 74-17
523,524,110080152,2326,193588.87038667,556428.17787745,42,52201,N,20230609120002,37.607413145633174,126.92739264920125,서울 은평구 녹번동 133-4
524,525,110080153,2327,193790.26903669,552604.36453184,10,52201,N,20231016120009,37.57296228792925,126.92970593811584,서울 서대문구 연희동 196
525,526,110080156,2329,194035.20535932,552878.78940483,9,52201,N,20231007120010,37.575436458384566,126.93247637938566,서울 서대문구 연희동 179-156
526,527,110080164,2330,193400.37135789,552415.76384747,6,52201,N,20231007120010,37.57126029589151,126.92529400292871,서울 서대문구 연희동 188-21
527,528,110081167,2332,198555.84610469,549534.11087828,000004,52201,N,20231027120009,37.54531918944755,126.98365823676177,서울 용산구 용산동2가 1-1883
528,529,110081176,2333,198065.72992471,550502.31800728,000013,52201,N,20231029120041,37.55404182301664,126.97810962711382,서울 용산구 후암동 442-12
529,530,110081177,2334,198501.17955948,549742.50268233,000014,52201,N,20231029120041,37.54719671031347,126.98303921544874,서울 용산구 후암동 409-297
530,531,110081184,2335,198197.67722292,550075.45331881,000021,52201,N,20231029120041,37.55019604769707,126.97960393898444,서울 용산구 후암동 55-15
531,532,110081212,2336,198016.0224741,550341.2487678,000032,52201,N,20231029120041,37.55259048691476,126.97754751718195,서울 용산구 후암동 1-54
532,533,110081221,2337,196789.56715667,547009.76572273,000069,52201,N,20231114120009,37.522570363070905,126.96368240294647,서울 용산구 한강로3가 65-86
533,534,110081239,2338,198543.94517945,549735.71645591,000076,52201,N,20231029120041,37.54713563500938,126.98352316842305,서울 용산구 후암동 406-85
534,535,110080940,1987,199435.05936313,551513.64875253,000151,52201,N,20231115120002,37.56315574037131,126.99360571835807,서울 중구 인현동1가 132-3
535,536,110080941,1988,200476.22201415,550154.1052347,169,52201,N,20231024120006,37.550906338751,127.00538923749113,서울 중구 신당동 432-1989
536,537,110080942,1989,200589.55558307,550621.10521884,000147,52201,N,20231031120006,37.55511393382116,127.00667216883171,서울 중구 신당동 826-6
537,538,110081193,2432,199903.69247019,548148.21355083,000043,52201,N,20230608120006,37.53283337820831,126.9989103845134,서울 용산구 한남동 754-13
538,539,110081194,2433,200134.21506801,547920.77420995,000044,52201,N,20230608120006,37.53078414214309,127.0015184567169,서울 용산구 보광동 265-771
539,540,110081195,2434,200288.51354028,547717.4224472,000045,52201,N,20231029120041,37.52895190424845,127.00326404936159,서울 용산구 보광동 3-185
540,541,110081197,2436,199395.26660142,548876.25746901,000047,52201,N,20231022120010,37.53939286508932,126.99315749666046,서울 용산구 이태원동 210-36
541,542,110081199,2437,197816.42557966,549828.83242408,000049,52201,N,20231009120013,37.54797317297646,126.97529022270449,서울 용산구 후암동 140-44
542,543,110081200,2438,196801.91662401,549283.70658429,000050,52201,N,20231019120009,37.54305863419556,126.96381220673386,서울 용산구 효창동 2-7
543,544,110081201,2439,196782.35982459,548698.8559988,000051,52201,N,20231027120009,37.53778906379328,126.96359347478064,서울 용산구 용문동 2-47
544,545,110081202,2440,199829.36357168,547946.39195159,000022,52201,N,20231029120041,37.53101495233703,126.9980694803274,서울 용산구 보광동 265-222
545,546,110081203,2441,199826.5711075,547584.37317359,000023,52201,N,20231029120041,37.52775315671964,126.99803797282237,서울 용산구 보광동 228-11
