"연번","비상소화장치일련번호","일련번호","X좌표","Y좌표","비상소화장치고유번호","사용구분","삭제여부","업데이트날짜"
"1","110080030","451","192436.05620538","552336.95498254","41","52201","N","20231116120041"
"2","110080031","452","191972.54288665","554384.19107578","54","52202","N","20231017120007"
"3","110080032","453","195705.68084358","555164.49557405","56","52201","N","20231111120009"
"4","110080033","454","195646.35573731","555661.51678319","57","52201","N","20231111120009"
"5","110080034","455","191543.20535296","555165.58938338","55","52201","N","20231024120006"
"6","110080037","456","192199.01992356","558500.80368084","60","52201","N","20231013120007"
"7","110080040","459","193244.57714397","558364.76722062","62","52201","N","20231012120004"
"8","110080041","460","194057.78057944","550975.18514418","22","52201","N","20231009120013"
"9","110080042","461","193845.81920073","551193.42250527","23","52201","N","20231016120009"
"10","110080043","462","191722.67255349","554041.52630086","58","52201","N","20231015120025"
"11","110082343","463","196289.60231043","545591.39494055","000046","52201","N","20231118120007"
"12","110082344","464","197261.72519054","544969.57239525","000047","52203","N","20231025120007"
"13","110082345","465","197132.24969037","545006.20131538","000048","52201","N","20231025120007"
"14","110082347","467","194341.80724146","545430.42730696","000050","52205","N","20231026120008"
"15","110082348","468","197455.88111075","545034.26081937","000051","52201","N","20231118120007"
"16","110082350","470","192593.84228178","543079.03712671","000019","52201","N","20231022120010"
"17","110082351","471","193186.82876573","542426.59674195","000020","52202","N","20231013120007"
"18","110082352","472","193852.80151601","543524.59933744","000021","52201","N","20231102120007"
"19","110082355","475","196350.54577884","543390.88389461","000023","52201","N","20231118120007"
"20","110082356","476","196345.61053107","542789.69414749","000026","52201","N","20231119120004"
"21","110082357","477","194364.99544837","540722.31196675","000056","52201","N","20231119120004"
"22","110082358","478","193947.64748410","541224.11765822","000031","52201","N","20231119120004"
"23","110082362","482","192109.40640724","543252.92775012","000077","52201","N","20231112120003"
"24","110082363","483","197325.52625641","544999.00866826","000079","52201","N","20231025120007"
"25","110082364","484","197756.97148825","542089.85226098","000082","52201","N","20231111120009"
"26","110080571","661","199709.07465413","552150.76257920","4-32","52201","N","20231027120009"
"27","110080104","662","191707.75812769","557464.87580328","9","52201","N","20231116120041"
"28","110080108","663","192365.62948720","558790.31428712","13","52201","N","20231013120007"
"29","110080621","488","198835.46357805","551039.55000754","000260","52201","N","20231026120008"
"30","110081072","490","205881.88651251","548361.89239124","000041","52201","N","20231026120008"
"31","110081074","491","207768.64061470","552009.62303858","000057","52201","N","20231109120021"
"32","110081075","492","202356.19608715","549917.65593145","000052","52201","N","20231110120028"
"33","110081076","493","204580.94942830","548562.94395251","000058","52201","N","20231012120004"
"34","110081077","494","204993.89286931","549045.95164942","000050","52201","N","20231019120009"
"35","110081078","495","206972.55575002","548578.43053105","000055","52201","N","20231111120009"
"36","110081079","496","202723.39004127","551056.74235541","000051","52201","N","20231105120007"
"37","110081083","498","205892.94783464","548397.91873844","000060","52201","N","20231026120008"
"38","110081084","499","206413.13178580","549565.63828243","000063","52201","N","20231022120010"
"39","110080614","500","198396.74605418","550725.00734155","000252","52201","N","20231101120003"
"40","110081086","502","207054.87218721","551908.06817515","000064","52201","N","20231027120009"
"41","110081087","503","206530.21661060","550720.68227449","000066","52201","N","20231105120007"
"42","110081088","504","208133.22773725","549852.60751934","000059","52201","N","20231107120010"
"43","110081090","506","206935.15377069","548428.95503324","000068","52201","N","20231109120021"
"44","110081091","507","208093.86216797","548992.63398383","000061","52201","N","20231107120010"
"45","110081092","508","209270.69452984","549863.34547482","000067","52201","N","20231107120010"
"46","110081095","512","204424.66671873","548636.09178001","000073","52201","N","20231105120007"
"47","110081097","515","205750.65547782","550051.37826482","000070","52201","N","20231019120009"
"48","110081098","516","203905.39618740","551600.74064533","000076","52201","N","20231026120008"
"49","110081100","518","204137.48284635","551141.19439059","000074","52201","N","20231113120034"
"50","110081101","519","207911.70572616","552028.32088987","000075","52201","N","20231109120021"
"51","110081102","520","206311.00154839","549921.97843705","000077","52201","N","20231102120007"
"52","110081103","521","207891.07773871","551313.88442227","000020","52201","N","20231109120021"
"53","110081105","523","207251.33912838","548811.95552697","000079","52201","N","20231111120009"
"54","110081106","524","206855.56474577","549511.73102341","000080","52201","N","20231022120010"
"55","110081107","525","207726.20899262","549909.47109678","000081","52201","N","20231107120010"
"56","110081108","526","208497.66824942","550408.72558486","000108","52201","N","20231119120004"
"57","110081109","527","206014.34804157","549402.89486052","000084","52201","N","20231022120010"
"58","110081565","222","203334.41814726","556084.70133412","103","52201","N","20231119120004"
"59","110081566","223","204511.46878491","556834.30090076","104","52201","N","20231016120009"
"60","110081567","224","199947.08166397","556975.08439849","105","52201","N","20230930120003"
"61","110081504","353","201088.56433608","556897.80312549","78","52201","N","20231025120007"
"62","110081505","354","200761.62618750","553812.18479414","79","52201","N","20231021120008"
"63","110081508","357","201166.41280252","554167.28504488","83","52201","N","20231106120008"
"64","110081509","358","200725.70305473","556691.59961877","81","52201","N","20231118120007"
"65","110081510","359","204006.17867027","557246.01041692","84","52201","N","20231026120008"
"66","110081511","360","200610.97862136","556923.73670292","85","52201","N","20231118120007"
"67","110081513","361","202970.81769211","554674.52911432","145","52201","N","20231112120003"
"68","110081514","362","202446.38790558","555410.97095088","146","52201","N","20231118120007"
"69","110081515","363","203682.98997004","556535.35133041","147","52201","N","20231119120004"
"70","110080198","365","203350.07875912","546580.08214051","000015","52201","N","20231107120010"
"71","110080199","366","202449.88228666","545446.13939083","000016","52201","N","20231107120010"
"72","110080192","367","196389.78077156","551342.87648329","89","52201","N","20231116120041"
"73","110080200","368","203076.90635137","545611.56709589","000017","52201","N","20231031120006"
"74","110080201","369","202365.40917478","545663.44864480","000018","52201","N","20231107120010"
"75","110080203","371","202388.74497026","546167.72760866","000020","52201","N","20231107120010"
"76","110080207","373","205755.68148990","541625.67840616","000051","52201","N","20231101120003"
"77","110080193","374","196458.27197013","551608.12587447","100","52201","N","20231021120008"
"78","110080208","375","205674.24706543","541866.37739335","000052","52201","N","20231101120003"
"79","110080209","376","205917.42023199","541924.62593391","000053","52201","N","20231101120003"
"80","110080210","377","205814.35340062","541940.85762447","000054","52201","N","20231101120003"
"81","110080211","378","205556.83120748","541879.96311761","000055","52201","N","20231101120003"
"82","110080213","380","205705.93448956","541719.41393921","000057","52201","N","20231101120003"
"83","110080218","381","203025.50419338","544662.22550834","000023","52201","N","20231013120007"
"84","110081383","384","191838.64735846","546832.48134203","000044","52201","N","20231102120007"
"85","110081384","385","191451.00758246","543792.22146323","000001","52201","N","20231109120021"
"86","110081389","389","191577.24785981","546335.71068927","000049","52201","N","20231113120034"
"87","110081392","391","191940.91020881","545491.24926303","000003","52201","N","20231113120034"
"88","110081393","392","191352.69028927","545566.83035847","000052","52201","N","20231106120008"
"89","110081394","393","192301.66739032","546036.39859569","000053","52201","N","20231021120008"
"90","110081395","394","192456.27789957","546037.96776182","000054","52201","N","20231025120007"
"91","110081396","395","191778.97482021","545694.76004279","000055","52201","N","20231106120008"
"92","110081398","397","192025.83037374","545594.64532641","000057","52201","N","20231116120041"
"93","110081400","398","191481.68929454","544399.50480638","000059","52201","N","20231116120041"
"94","110081401","399","191788.15393578","544363.76061551","000060","52201","N","20231116120041"
"95","110081402","400","191655.28099759","548142.34632110","000061","52201","N","20231025120007"
"96","110081406","402","192277.49349782","545910.05507571","000065","52201","N","20231015120025"
"97","110085227","0","204109.25357579","551528.27303053","000021","52201","N","20231113120034"
"98","110081408","404","191579.13144769","544141.10873072","000067","52201","N","20231012120004"
"99","110081411","407","191714.83114223","545618.17484817","000075","52201","N","20231106120008"
"100","110081413","408","203796.00350005","556314.82772182","180","52201","N","20231116120041"
"101","110080195","409","205318.20386023","542794.03977338","000047","52201","N","20231023120005"
"102","110081414","410","203062.78718540","555690.78880963","181","52201","N","20231112120003"
"103","110081415","411","201876.27664673","555574.27843199","182","52201","N","20231117120006"
"104","110081416","412","202742.36834510","555851.48011132","183","52201","N","20231119120004"
"105","110081417","414","200867.16282543","555552.21006732","184","52201","N","20231104120010"
"106","110081418","415","200238.49329303","557150.65372062","185","52201","N","20231021120008"
"107","110081420","417","202623.93643902","554330.47007745","187","52201","N","20231030120051"
"108","110081421","418","202010.61807149","553981.75830304","188","52201","N","20231117120006"
"109","110081422","419","201469.21719095","555206.19344417","189","52201","N","20231119120004"
"110","110081423","420","203643.26521641","557014.58263742","190","52201","N","20231017120007"
"111","110081425","422","205451.43070950","556696.24356800","192","52201","N","20231107120010"
"112","110081427","424","200539.10562280","556923.98117395","194","52201","N","20231118120007"
"113","110081428","425","200007.34657817","557383.49139047","195","52201","N","20231102120007"
"114","110081429","426","199979.77957896","557203.73487849","2","52201","N","20231021120008"
"115","110080001","427","203866.78697905","556994.20845739","140","52201","N","20231017120007"
"116","110080003","428","202568.84167513","554453.10018328","142","52201","N","20231030120051"
"117","110080005","430","201967.22553463","555105.25422090","199","52201","N","20231117120006"
"118","110080006","431","200667.03881567","554283.04630428","200","52201","N","20231109120021"
"119","110080009","432","200043.83482098","556356.49926728","196","52201","N","20231014120003"
"120","110080010","433","200165.74701121","556291.57701370","205","52201","N","20231014120003"
"121","110080011","434","200095.53467114","557237.34269434","207","52201","N","20231021120008"
"122","110080012","435","200715.18162864","555483.31169117","198","52201","N","20231029120041"
"123","110080014","437","199737.90411913","556290.36901068","203","52201","N","20231014120003"
"124","110085251","0","213919.20798984","543452.38819276","000037","52201","N","20231025120007"
"125","110081111","529","203569.82438352","549746.51962028","000089","52201","N","20231110120028"
"126","110081112","530","204901.06377033","550987.11741272","000087","52201","N","20231112120003"
"127","110081113","531","205673.64625752","549978.37045008","000088","52201","N","20231019120009"
"128","110081115","534","202691.64125105","550428.77264217","000100","52201","N","20231025120007"
"129","110081116","535","202016.53043395","550067.57199084","000101","52201","N","20231110120028"
"130","110081120","537","200861.27011132","549031.19905202","000105","52201","N","20231111120009"
"131","110081121","538","205731.92122279","548665.51993968","000086","52201","N","20231026120008"
"132","110082129","539","193981.67393520","543601.31854758","000175","52201","N","20231107180129"
"133","110082131","541","193274.71693114","540999.94168025","000177","52201","N","20231013120007"
"134","110082132","542","193995.35719297","541482.91534676","000178","52201","N","20231119120004"
"135","110082133","543","195572.65606655","542671.09235739","000179","52201","N","20231119120004"
"136","110082134","544","194141.71970591","542367.13495115","000181","52201","N","20231029120041"
"137","110082135","545","195296.37929304","545725.59776227","000274","52201","N","20231031120006"
"138","110082136","546","198002.60620671","543796.94203172","000275","52201","N","20231114120009"
"139","110082139","549","194607.36442892","544706.32624260","000278","52205","N","20231103120009"
"140","110082142","552","196694.12924939","543393.21472162","000281","52201","N","20231017120007"
"141","110082143","553","195435.33787941","544586.57000089","000283","52201","N","20231019120009"
"142","110082144","554","193791.67932402","540108.32078314","000007","52205","N","20231020120003"
"143","110082149","559","193069.14732539","540759.63897272","000080","52201","N","20231107120010"
"144","110082150","560","192523.44111787","540371.48452988","000059","52201","N","20231016120009"
"145","110082151","561","192203.56280661","542620.70846988","000005","52201","N","20231027120009"
"146","110082152","562","192928.07542623","541853.66002424","000087","52201","N","20231020120003"
"147","110082153","563","193701.27600218","540105.97003250","000006","52205","N","20231020120003"
"148","110082155","565","194711.28989510","541622.49827481","000030","52201","N","20231117120006"
"149","110082156","566","194374.01152850","540624.79293334","000035","52201","N","20231119120004"
"150","110082157","567","194252.98504120","540573.63606125","000036","52201","N","20231113120034"
"151","110082158","568","194541.53158007","540838.81582980","000038","52201","N","20231113120034"
"152","110081563","220","200973.42354963","556626.52508188","101","52201","N","20231019120009"
"153","110081564","221","204527.56909396","556703.93038392","102","52201","N","20231016120009"
"154","110081861","2088","203303.31451508","557359.73458875","321","52201","N","20231119120004"
"155","110081863","2090","203282.63805670","560801.34808940","38","52201","N","20231109120021"
"156","110081864","2091","202102.00355351","561540.69714284","39","52201","N","20231112120003"
"157","110081865","2092","202720.59574993","558656.64344243","325","52201","N","20231119120004"
"158","110081866","2093","201179.50563292","558607.56612129","421","52201","N","20231026120008"
"159","110080426","2094","195892.92278067","553018.29548388","140","52201","N","20231118120007"
"160","110081868","2095","203285.95736297","560020.22070380","43","52201","N","20231027120009"
"161","110081871","2098","201499.60655489","558584.41670518","424","52201","N","20231111120009"
"162","110081872","2099","201567.60469542","558081.29783708","425","52201","N","20231112120003"
"163","110081873","2100","203273.28795486","564342.22327496","48","52201","N","20231105120007"
"164","110081874","2101","202683.45430191","558438.80111798","323","52201","N","20231119120004"
"165","110081875","2102","201818.23771228","560811.09912783","202","52201","N","20231116120041"
"166","110080428","2103","196319.79839284","551375.15993919","110","52201","N","20231116120041"
"167","110081877","2105","202402.90947216","557089.12870630","314","52201","N","20231015120025"
"168","110081880","2107","200998.85660327","562189.13669072","207","52201","N","20231018120001"
"169","110081881","2108","202912.06168749","561449.09344917","61","52201","N","20231118120007"
"170","110081882","2109","202994.49254408","558477.99231550","112","52201","N","20231119120004"
"171","110081883","2110","203400.28980898","562375.65687179","59","52201","N","20231118120007"
"172","110081884","2111","204243.37024452","563840.27148826","60","52201","N","20231109120021"
"173","110081569","226","204616.93630206","557421.95017478","107","52201","N","20231109120021"
"174","110081570","227","205132.59496198","557328.63185920","108","52201","N","20231109120021"
"175","110081572","229","204954.55321667","556590.22321341","110","52201","N","20231104120010"
"176","110081575","231","204410.66909796","556799.80864798","113","52201","N","20231016120009"
"177","110081576","232","204298.66268602","556617.66614684","114","52201","N","20231016120009"
"178","110081577","233","205249.66855734","557341.21361855","115","52201","N","20231017120007"
"179","110081578","234","204174.51282230","556766.23705220","116","52202","N","20231017120007"
"180","110081579","235","203728.08537447","557427.90288943","117","52201","N","20231112120003"
"181","110081580","236","203862.47346573","557526.09240285","118","52201","N","20231112120003"
"182","110081124","238","206486.17554113","550621.72631719","000093","52201","N","20231103120009"
"183","110081127","240","203877.06517813","551668.02108743","000097","52201","N","20231104120010"
"184","110080982","241","201241.17459590","550291.85087882","217","52201","N","20231024120006"
"185","110080983","242","199464.48528578","551916.82740807","000218","52205","N","20231116120041"
"186","110080984","243","199573.87718259","552037.01327262","000219","52201","N","20231113120034"
"187","110080985","244","201098.86501494","552787.36766842","6-61","52201","N","20231116120041"
"188","110080988","247","202583.29828947","553294.44137605","058","52205","N","20231019120009"
"189","110080989","248","203033.79922928","553912.09249567","059","52201","N","20231102120007"
"190","110080990","249","201042.53404308","552631.74934186","6-59","52201","N","20231116120041"
"191","110080991","250","201547.24574026","551967.57884315","000228","52201","N","20231119120004"
"192","110080992","251","199537.93868019","551583.63724384","000229","52201","N","20231118120007"
"193","110080993","252","200792.82892076","551696.69134524","000230","52201","N","20231030120051"
"194","110080994","254","201238.53228194","551552.43790535","000207","52201","N","20231027120009"
"195","110080979","255","201493.99686809","551958.21223936","000214","52201","N","20231119120004"
"196","110080996","256","201227.72098872","552163.50721356","000226","52201","N","20231027120009"
"197","110080998","258","201727.04276919","551876.37658030","165","52201","N","20231119120004"
"198","110081000","260","201252.34693502","551100.73155629","96","52201","N","20231028120004"
"199","110081003","263","198025.84064834","550745.92658163","000397","52201","N","20231101120003"
"200","110081004","264","197988.16413614","551220.67539647","000182","52201","N","20231031120006"
"201","110081007","267","207212.58449260","549167.99363181","000111","52201","N","20231111120009"
"202","110080980","268","199255.27493899","551210.34228778","000215","52201","N","20231031120006"
"203","110080981","269","200283.31161931","551856.03020023","000216","52201","N","20231006120001"
"204","110081008","270","204765.01947523","549961.98868949","000112","52201","N","20231019120009"
"205","110081009","271","206187.32275120","549507.37004390","000113","52201","N","20231022120010"
"206","110081011","273","207156.86535423","552125.33126517","000115","52201","N","20231027120009"
"207","110081012","274","202571.66488882","551302.37714347","000116","52201","N","20231117120006"
"208","110081015","276","201625.42608995","550232.54362947","000119","52201","N","20231031120006"
"209","110081016","277","208297.10435155","550740.72307429","000120","52201","N","20231119120004"
"210","110081018","279","202081.31564005","550022.20447313","000121","52201","N","20231110120028"
"211","110081019","280","206357.91918918","550953.39381565","000122","52201","N","20231116120041"
"212","110082544","282","207476.70416855","554023.30543654","3-11","52201","N","20231014120003"
"213","110082545","283","208170.12519641","554517.15631159","3-29","52201","N","20231112120003"
"214","110082546","284","208089.87328740","554470.75994381","3-30","52201","N","20231112120003"
"215","110082547","285","207979.47643279","554459.46630974","3-31","52201","N","20231112120003"
"216","110082548","286","209083.91882459","554504.19426537","3-32","52201","N","20231112120003"
"217","110082549","287","208408.98891363","553641.98859293","2-22","52201","N","20230614120034"
"218","110082552","290","194040.27654487","544266.57119144","000284","52201","N","20231115120002"
"219","110082553","291","196042.69825531","545102.24359833","000285","52201","N","20231018120001"
"220","110082555","292","198255.27913814","542936.86488656","000288","52201","N","20231026120008"
"221","110082557","294","197393.10793073","541991.65075536","000290","52201","N","20231030120051"
"222","110082558","295","194885.41871112","545300.92486692","000291","52201","N","20231115120002"
"223","110082559","296","194403.61603219","545327.57672285","000292","52205","N","20231029120041"
"224","110082561","298","191646.74102059","542868.76369906","000294","52201","N","20231112120003"
"225","110082562","299","198170.45498260","543357.84193094","000295","52205","N","20231108120004"
"226","110082563","300","193753.62723081","544106.38405348","000296","52201","N","20231108120004"
"227","110082564","301","195860.18341248","544033.10919612","000297","52201","N","20231110120028"
"228","110082566","302","194465.80933413","545780.83023375","000299","52201","N","20231107120010"
"229","110082570","306","194996.94005764","545849.33855191","000303","52201","N","20231115120002"
"230","110082571","307","194434.04067242","545566.93233594","000304","52201","N","20231110120028"
"231","110082572","308","195215.94428955","543963.27672823","000305","52201","N","20231109120021"
"232","110082573","309","194006.49049532","544804.73977871","000306","52201","N","20231119120004"
"233","110082574","310","194437.85713956","544359.60114256","000307","52201","N","20231118120007"
"234","110082576","312","192239.70827314","543395.66998104","000320","52201","N","20231112120003"
"235","110082578","314","194932.64937255","544365.46976651","000318","52201","N","20231026120008"
"236","110082579","315","197403.85820572","544996.31225604","000324","52201","N","20231025120007"
"237","110082581","317","197117.59794187","543750.60396062","000322","52201","N","20231023120005"
"238","110082582","318","195890.40002899","544159.42671234","000323","52201","N","20231118120007"
"239","110082583","319","194149.43361367","544120.68758035","000317","52201","N","20231119120004"
"240","110082584","320","194028.35931666","544917.38498520","000316","52201","N","20231023120005"
"241","110082586","322","192277.73155820","543206.03073016","000326","52201","N","20231112120003"
"242","110082588","324","194793.29168945","544387.73815043","000327","52201","N","20231109120021"
"243","110082590","325","192184.92497958","543435.75507984","000329","52201","N","20231112120003"
"244","110082591","326","196209.74825217","545340.45208769","000333","52201","N","20231015120025"
"245","110082592","327","196842.75203414","544866.57137529","000335","52205","N","20231111120009"
"246","110082593","328","194529.25808283","544193.48136627","000331","52201","N","20231118120007"
"247","110082595","329","197357.68168864","542296.77640225","000332","52201","N","20231021120008"
"248","110081482","331","204978.68511177","557345.99412825","44","52201","N","20231114120009"
"249","110081483","332","203159.22325411","555594.24057399","45","52201","N","20231118120007"
"250","110081484","333","200025.76589243","556223.01525998","46","52201","N","20231014120003"
"251","110081485","334","200238.42654723","556681.23793882","47","52201","N","20231118120007"
"252","110081486","335","204100.65798048","556918.89539562","48","52201","N","20231017120007"
"253","110081489","338","200671.54040355","555544.52924481","63","52201","N","20231104120010"
"254","110081490","339","202923.33600829","554919.28931629","64","52201","N","20231112120003"
"255","110081492","341","204031.07645493","557048.81521098","66","52201","N","20231016120009"
"256","110081493","342","203178.78469968","556311.11542109","67","52201","N","20231113120034"
"257","110081494","343","205372.77929175","556614.14677799","68","52201","N","20231107120010"
"258","110081495","344","203011.56957382","555226.06815850","69","52201","N","20231118120007"
"259","110081497","346","202919.88559680","555283.09126267","71","52201","N","20231118120007"
"260","110081498","347","204419.31714621","556344.54224352","136","52201","N","20231119120004"
"261","110081499","348","200460.92118605","555466.78592176","73","52201","N","20231029120041"
"262","110081500","349","201135.75898166","553938.87435658","74","52201","N","20231109120021"
"263","110081501","350","204490.83669234","556181.81348583","75","52201","N","20231119120004"
"264","110080567","657","196542.31202779","552357.13904805","122","52201","N","20231115120002"
"265","110080570","660","196412.15333568","556110.06303582","5-23","52201","N","20231115120002"
"266","110082441","1012","188131.86865308","549378.95037684","039","52201","N","20231117120006"
"267","110081347","4","191151.27971645","544260.96746467","000002","52201","N","20231109120021"
"268","110081348","5","192234.11031131","545309.82384527","000008","52201","N","20231119120004"
"269","110081349","7","193209.82300474","546064.18599027","000010","52201","N","20231005120006"
"270","110081356","10","191553.53379803","548293.29813259","000022","52201","N","20231025120007"
"271","110081358","12","190925.55268388","543452.62613318","000027","52201","N","20231026120008"
"272","110081354","13","192639.37982414","545643.77257635","000016","52201","N","20231021120008"
"273","110085223","0","204282.05684517","548578.12407512","000017","52201","N","20231105120007"
"274","110081360","15","191079.42822822","543470.08054783","000029","52201","N","20231026120008"
"275","110081361","16","191100.49702638","543568.06149503","000030","52201","N","20231026120008"
"276","110081362","17","190740.61455756","543921.12865130","000031","52201","N","20231109120021"
"277","110081364","18","191508.94498899","543508.13401132","000033","52201","N","20231109120021"
"278","110081368","20","191743.02750193","546872.54708227","000018","52201","N","20231016120009"
"279","110081370","21","193053.51740197","545700.71366513","000023","52201","N","20231115120002"
"280","110081371","22","191506.43420028","545135.48219825","000005","52201","N","20231117120006"
"281","110081375","24","190371.38107622","546076.23276159","000047","52201","N","20231113120034"
"282","110081377","26","191636.93356074","546804.43547531","000038","52201","N","20231016120009"
"283","110081379","28","191870.64837476","546667.09732163","000040","52201","N","20231016120009"
"284","110081380","29","191880.60930812","546801.18636278","000041","52201","N","20231016120009"
"285","110081970","30","186257.65586166","544459.56896016","000017","52201","N","20231110120028"
"286","110081967","31","186727.20305905","545128.16949516","000015","52201","N","20231110120028"
"287","110081971","32","190616.15974050","540620.63320408","000018","52201","N","20231118120007"
"288","110081972","33","189495.22346316","543066.47133615","000022","52201","N","20231021120008"
"289","110081974","35","192331.53398762","539305.65785768","000020","52201","N","20231031120006"
"290","110081976","37","188119.45178185","544877.86214066","000023","52201","N","20231119120004"
"291","110081979","39","191599.81092270","541711.41062026","000024","52201","N","20231119120004"
"292","110081980","40","189848.79585750","543271.62641401","000027","52201","N","20231118120007"
"293","110081983","43","186888.98645792","543573.78716586","000042","52201","N","20231027120009"
"294","110081985","45","190039.28659146","543199.00200830","000047","52201","N","20231021120008"
"295","110081986","46","189477.44331733","544146.44439482","000046","52201","N","20231109120021"
"296","110081987","47","190025.73987334","543303.42504827","000051","52201","N","20231021120008"
"297","110081992","51","189938.35450674","543330.98213167","000031","52201","N","20231021120008"
"298","110081993","52","190107.05942731","543266.13709703","000032","52201","N","20231021120008"
"299","110081994","53","191184.23839673","541572.78808459","000033","52201","N","20231119120004"
"300","110081996","55","190067.39117341","542687.02902227","000025","52201","N","20231116120041"
"301","110081998","57","190177.64424970","542918.54486162","000026","52201","N","20231118120007"
"302","110082002","60","191235.38662180","541864.09201859","000043","52201","N","20231119120004"
"303","110082003","61","191562.06791068","541234.05174745","000054","52201","N","20231013120007"
"304","110082007","64","187010.18794423","544729.73785442","000057","52201","N","20231110120028"
"305","110082009","65","190076.97409566","543688.62639775","000045","52201","N","20231118120007"
"306","110082011","67","192278.57369395","540242.65267078","000063","52201","N","20231109120021"
"307","110082012","68","191254.81686352","541706.26620593","000061","52201","N","20231119120004"
"308","110082013","69","190821.04921418","540557.66539168","000062","52201","N","20231013120007"
"309","110082014","70","190326.42295882","543609.39391603","000071","52201","N","20231021120008"
"310","110082015","71","188187.03182730","544785.72082267","000075","52201","N","20231113120034"
"311","110082017","72","189626.87622008","543278.37650774","000072","52201","N","20231021120008"
"312","110082021","74","191185.99990784","540077.12897595","000065","52201","N","20231113120034"
"313","110082022","75","191223.79414613","540393.93754649","000068","52201","N","20231113120034"
"314","110082024","77","192230.38106005","539376.60143092","000066","52201","N","20231031120006"
"315","110081912","78","201514.23930561","558010.92030181","431","52201","N","20231112120003"
"316","110081913","79","202145.54189324","557821.50802382","304","52201","N","20231113120034"
"317","110081914","80","202828.59067674","557747.43409561","317","52201","N","20231119120004"
"318","110081915","81","202828.58467928","558499.61262964","324","52201","N","20231119120004"
"319","110081917","83","203310.25837576","563144.03395689","80","52201","N","20231110120028"
"320","110081918","84","203940.30282867","564861.63390618","91","52201","N","20231114120009"
"321","110081920","85","204057.28570274","563786.35983162","96","52201","N","20231109120021"
"322","110081921","86","203962.51948343","563945.68981190","103","52201","N","20231109120021"
"323","110081922","87","203596.93471616","565561.31784050","106","52201","N","20231015120025"
"324","110081923","88","202999.66018284","562842.70468603","107","52201","N","20231029120041"
"325","110081926","90","201383.25962490","558948.87072725","432","52201","N","20231111120009"
"326","110082368","133","195875.00118318","544536.55806721","000005","52201","N","20231022120010"
"327","110082383","135","194342.05366072","545508.53108721","000030","52201","N","20231110120028"
"328","110082369","137","193295.16472552","542693.34774988","000003","52201","N","20231118120007"
"329","110082370","138","194619.66131470","543297.36371542","000029","52201","N","20231106120008"
"330","110082385","139","196117.51390801","545740.82353199","000033","52201","N","20231023120005"
"331","110082386","140","197303.28858717","542493.10577196","000034","52201","N","20231117120006"
"332","110082387","141","197296.74750073","543073.16414185","000035","52201","N","20231020120003"
"333","110082388","142","197970.02298737","543753.69528821","000038","52201","N","20231117120006"
"334","110082389","143","195430.94109648","543159.73988013","000041","52201","N","20231112120003"
"335","110081234","146","199642.48819974","547057.18278939","000062","52201","N","20231108120004"
"336","110081236","148","198834.50746619","549572.81101974","000072","52201","N","20231027120009"
"337","110081237","149","196450.69718022","548478.94305602","000074","52201","N","20231027120009"
"338","110081238","150","197744.47696637","549685.90412680","000075","52201","N","20231117120006"
"339","110081240","151","198632.36726672","549121.99577052","000077","52201","N","20231027120009"
"340","110081241","152","200179.63450547","547637.75092073","000078","52201","N","20231029120041"
"341","110081244","154","196768.54172358","550248.59595597","000081","52201","N","20231101120003"
"342","110081245","155","197061.64922714","547539.17937823","000082","52201","N","20231117120006"
"343","110081246","156","197796.50119258","550337.36385269","000083","52201","N","20231009120013"
"344","110081247","157","200210.89224767","547893.57129869","000084","52201","N","20230608120006"
"345","110081248","158","199779.56661023","547453.00714961","000085","52201","N","20231029120041"
"346","110081249","159","198557.11825637","549812.78070402","000086","52201","N","20231029120041"
"347","110081252","162","197747.99939186","548588.24164781","000089","52201","N","20231117120006"
"348","110081254","164","199765.03987109","547540.93956005","000091","52201","N","20231029120041"
"349","110081255","165","197830.31724100","550368.85022263","000092","52201","N","20231009120013"
"350","110081256","166","198513.02697825","549575.34129120","000093","52201","N","20231027120009"
"351","110081258","167","198693.36956933","549424.88118735","000097","52201","N","20231027120009"
"352","110081259","168","199988.97668030","548101.84158801","000095","52201","N","20230608120006"
"353","110081262","171","200465.49572828","547766.20766830","000103","52201","N","20230608120006"
"354","110081263","172","197047.95357479","550364.73178489","000106","52201","N","20231101120003"
"355","110081264","173","197073.50864568","549865.53585153","000109","52201","N","20231019120009"
"356","110081265","174","199498.25693127","549044.51847717","000110","52201","N","20231022120010"
"357","110081266","175","200228.77138844","548777.57790758","000099","52201","N","20230608120006"
"358","110081267","176","198862.39180508","549253.49284378","000100","52201","N","20231027120009"
"359","110081269","177","198538.40201662","549376.86404851","000102","52201","N","20231027120009"
"360","110081270","178","199727.40136523","547209.28506692","000104","52201","N","20231112120003"
"361","110081274","181","199352.98053938","548425.04417828","000133","52201","N","20231022120010"
"362","110081275","182","196894.79127846","546982.70294445","000134","52201","N","20231114120009"
"363","110081276","183","197060.25504831","550193.35544212","000135","52201","N","20231101120003"
"364","110081277","184","205439.54726609","554219.59842948","061","52201","N","20231116120041"
"365","110081278","185","203507.92717455","554348.18555875","062","52201","N","20231102120007"
"366","110081279","186","205548.16726977","554081.23261840","063","52201","N","20231116120041"
"367","110081281","188","204158.48288746","554320.43021412","065","52205","N","20231119120004"
"368","110081282","189","204193.37115775","554268.18455944","066","52201","N","20231119120004"
"369","110081283","190","203204.15523094","553526.27816502","067","52201","N","20231019120009"
