"연번","비상소화장치일련번호","일련번호","X좌표","Y좌표","비상소화장치고유번호","사용구분","삭제여부","업데이트날짜"
"644","110084446","0","202910.06846510","565107.12019216","137","52201","N","20231111120009"
"645","110083330","0","189865.36036849","543332.15265804","000094","52201","N","20231118120007"
"646","110081320","0","204840.58898681","553190.28131591","026(2527)","52201","N","20231028120004"
"647","110080427","0","195597.14287463","551263.32797355","109","52205","N","20231024120006"
"648","110084448","0","187424.97451888","548941.58958171","44","52201","N","20230527120035"
"649","110080432","0","195655.57987044","551334.63560567","107","52205","N","20231024120006"
"650","110080444","0","195644.08849409","551419.53469307","106","52205","N","20231024120006"
"651","110080408","0","196379.86217007","551413.63770443","105","52205","N","20231024120006"
"652","110084646","0","191562.61998108","540899.30893347","000099","52201","N","20231110120028"
"653","110080260","0","208786.01923200","540997.47691511","000074","52201","N","20231029120041"
"654","110081704","0","196619.43427601","550663.45570822","000106","52201","N","20231023120005"
"655","110083824","0","205113.44561388","554128.28826213","001","52201","N","20231110120028"
"656","110081367","0","193632.43558480","547999.17223114","000017","52201","N","20231007120010"
"657","110080507","0","198576.68259600","551027.79875025","391","52201","N","20231027120009"
"658","110080247","0","208903.52890527","541080.50655356","000061","52201","N","20231029120041"
"659","110084466","0","190226.05623948","546240.23327630","000078","52201","N","20231113120034"
"660","110084106","0","192935.19538418","556229.56235990","73","52201","N","20231031120006"
"661","110084574","0","198821.30290641","551192.97257124","000406","52201","N","20231027120009"
"662","110083160","0","187614.44094195","548140.18323156","43","52201","N","20231117120006"
"663","110083209","0","200079.51120591","547567.77579901","000136","52201","N","20231029120041"
"664","110081512","0","205246.13180265","556315.97066120","86","52201","N","20231114120009"
"665","110081181","2387","197591.28563247","547965.24897410","000018","52201","N","20231117120006"
"666","110081182","2388","199591.71312114","546983.65592081","000019","52201","N","20231114120009"
"667","110081185","2390","197008.07042026","549797.04758465","000035","52201","N","20231019120009"
"668","110081186","2391","197633.87172395","549862.93907514","000036","52201","N","20231117120006"
"669","110081694","2394","211365.31117387","550073.05865869","000100","52201","N","20231015120025"
"670","110081695","2395","211408.62836086","550130.05125942","000101","52201","N","20231108120004"
"671","110081696","2396","211420.23275071","550161.72865009","000102","52201","N","20231031120006"
"672","110081697","2397","211432.03966488","550197.12643896","000103","52201","N","20231015120025"
"673","110081829","2398","201414.57787292","558078.39502593","403","52201","N","20231112120003"
"674","110081834","2399","201726.53572444","557924.26402431","406","52205","N","20231112120003"
"675","110081699","2401","211429.86040570","550296.33255711","000105","52201","N","20231015120025"
"676","110081703","2402","194728.25985488","550525.76853562","000105","52201","N","20231030120051"
"677","110081729","2403","193735.11405774","550044.21750312","000024","52201","N","20231119120004"
"678","110081837","2404","201346.28319568","558053.81339389","408","52205","N","20231112120003"
"679","110080194","2405","196487.47846454","552038.93248734","101","52205","N","20231115120002"
"680","110080363","2406","185815.45183783","548440.38397334","21","52201","N","20231113120034"
"681","110080374","2408","184534.70947861","549703.93723567","32","52201","N","20231110120028"
"682","110080765","2410","202328.91582732","551661.72910661","000234","52201","N","20231119120004"
"683","110080779","2411","200915.74373465","550281.77109943","2","52201","N","20231024120006"
"684","110080819","2412","200383.80795111","551753.85746384","000050","52201","N","20231006120001"
"685","110080849","2413","199444.15245154","551798.88528368","000075","52201","N","20231031120006"
"686","110080873","2415","199438.75130500","551682.03357606","000091","52201","N","20231031120006"
"687","110081123","2417","208482.25453614","551180.61614988","000092","52201","N","20231119120004"
"688","110081833","2418","201267.76351954","558297.35081634","405","52201","N","20231026120008"
"689","110081813","2424","200910.39850787","559739.24535444","214","52201","N","20231111120009"
"690","110080483","2207","196925.33352263","555135.43662031","5-13","52201","N","20231118120007"
"691","110080484","2208","196530.11735601","554819.92639557","5-14","52201","N","20231103120009"
"692","110080486","2209","197103.52231512","556140.05031415","5-29","52201","N","20231107120010"
"693","110080487","2210","196672.75329296","556388.06205089","5-30","52201","N","20231102120007"
"694","110080488","2211","195897.82753994","557068.27281096","5-02","52201","N","20231105120007"
"695","110080491","2214","196386.15431845","555828.58120066","5-22","52201","N","20231115120002"
"696","110080492","2215","196083.07616589","555612.57498431","5-36","52201","N","20231109120021"
"697","110080493","2216","197170.73046222","553336.53035069","2-19","52201","N","20231112120003"
"698","110080494","2217","199245.17543157","552701.02558414","3-31","52201","N","20231027120009"
"699","110080496","2219","198575.53305859","553701.06795613","3-21","52201","N","20231022120010"
"700","110080497","2220","198528.56309873","553078.75146899","1-02","52201","N","20231116120041"
"701","110080500","2223","196471.94291620","551266.78650855","133","52201","N","20231116120041"
"702","110080501","2224","196532.34981486","551211.11228646","141","52201","N","20231116120041"
"703","110080502","2225","199685.61298090","552297.94168058","3-23","52205","N","20231029120041"
"704","110080504","2226","196412.18445581","550976.67928696","138","52201","N","20231110120028"
"705","110080505","2227","196704.04039519","551474.86660944","95","52201","N","20231015120025"
"706","110080508","2228","196343.00717103","551454.04038218","113","52201","N","20231017120007"
"707","110080510","2230","196527.15621844","551380.37749653","124","52203","N","20231115120002"
"708","110080513","2231","200097.15140384","552296.60973635","4-26","52201","N","20231027120009"
"709","110080514","2232","197048.54581626","554488.09036175","2-05","52201","N","20231108120004"
"710","110080516","2234","199816.87600393","552240.40345996","4-28","52201","N","20231027120009"
"711","110080517","2235","197376.33024664","553463.02784212","2-21","52201","N","20231112120003"
"712","110080518","2236","199940.62767156","552194.48288325","4-30","52201","N","20231027120009"
"713","110080520","2237","198633.57140717","550900.01307261","000384","52201","N","20231027120009"
"714","110080521","2238","198000.84138531","551021.55962595","000386","52201","N","20231031120006"
"715","110080522","2239","198078.10063447","551212.33004494","000388","52205","N","20231031120006"
"716","110080524","2241","200495.58330468","553730.13984758","4-06","52201","N","20231002120010"
"717","110080525","2242","196247.32969552","556344.14801621","5-01","52201","N","20231102120007"
"718","110081800","2243","195137.75088107","550395.45708488","000103","52201","N","20231024120006"
"719","110081802","2245","195974.42404716","550756.72674702","000052","52201","N","20231109120021"
"720","110081804","2247","193170.31432033","551833.57703244","000108","52201","N","20231105120007"
"721","110082623","2249","193085.06919677","544036.06553588","000256","52201","N","20231030120051"
"722","110082636","2252","185620.74612054","544218.71020086","000056","52201","N","20231109120021"
"723","110082659","2257","198457.27980455","549407.67234604","000048","52201","N","20231027120009"
"724","110081806","2258","192909.42253866","551855.31222917","000075","52201","N","20231105120007"
"725","110081807","2259","196595.06235533","550051.37024756","000065","52201","N","20231111120009"
"726","110081808","2260","196274.20094396","549579.55175075","000078","52201","N","20231024120006"
"727","110081809","2261","196447.89273717","549825.65709022","000023","52201","N","20231024120006"
"728","110081810","2262","196682.07977082","549917.88063361","000089","52201","N","20231102120007"
"729","110082702","2265","189794.19423708","544103.35027858","000074","52201","N","20231118120007"
"730","110081811","2266","200516.48084462","563591.01781700","201","52201","N","20231018120001"
"731","110082705","2267","198596.14992710","550838.01043627","000401","52201","N","20231101120003"
"732","110082381","132","194911.37081792","545306.64647898","000028","52201","N","20231109120021"
"733","110082366","486","196085.92142687","545582.04994172","000002","52201","N","20231020120003"
"734","110082265","858","193519.30517983","544075.06370437","000212","52201","N","20231111120009"
"735","110082332","1157","196201.42426175","544292.19591730","000120","52201","N","20231110120028"
"736","110082303","1381","194902.43274661","545472.07518147","000266","52201","N","20231115120002"
"737","110082266","2369","193893.86000038","546042.27020725","000213","52201","N","20231119120004"
"738","110082203","2191","197097.31151350","543714.65711434","000142","52201","N","20231020120003"
"739","110081350","8","191760.90722821","545633.79953944","000011","52201","N","20231106120008"
"740","110081376","25","190929.58813613","545679.15938457","000014","52201","N","20231116120041"
"741","110082001","59","186346.90754795","544378.31326354","000041","52201","N","20231110120028"
"742","110080350","1920","201092.85497744","543464.78636700","000061","52201","N","20231031120006"
"743","110080351","1921","201872.73119292","545330.71703766","000062","52201","N","20231108120004"
"744","110080353","1923","201629.19103761","545314.19726924","000064","52201","N","20231102120007"
"745","110080354","1924","201644.63788627","545092.61055762","000065","52201","N","20231108120004"
"746","110080355","1925","201659.13562219","545226.30686427","000066","52201","N","20231108120004"
"747","110080358","1928","201631.82835389","545533.88777822","000069","52201","N","20231102120007"
"748","110080360","1930","201672.01016416","545502.33240158","000071","52201","N","20231102120007"
"749","110082611","1931","196710.70222394","545270.84863679","000261","52201","N","20231111120009"
"750","110082612","1932","194226.13778174","545752.04704697","000267","52201","N","20231107120010"
"751","110082614","1934","196728.82920243","543278.77276072","000270","52201","N","20231023120005"
"752","110082616","1936","194249.23119909","545008.66691578","000031","52201","N","20231030120051"
"753","110082617","1937","197347.46046340","542706.89128299","000286","52201","N","20231024120006"
"754","110082619","1938","193926.47885933","551004.73030775","32","52201","N","20231016120009"
"755","110082620","1939","195912.12339234","554470.98329297","143","52201","N","20231103120009"
"756","110082739","1940","208964.75194528","555206.62673169","3-33","52201","N","20231014120003"
"757","110082766","1941","201793.56058965","545298.36711988","000068","52201","N","20231102120007"
"758","110080361","1943","201560.78766661","545366.84034496","000072","52201","N","20231102120007"
"759","110081780","1944","191800.54033897","550721.84805279","000082","52201","N","20231110120028"
"760","110081781","1945","194554.77309622","549133.51502460","000083","52201","N","20231112120003"
"761","110081783","1947","196641.47590754","550927.37000794","000085","52201","N","20231110120028"
"762","110081784","1948","192327.72587053","549398.09276390","000086","52201","N","20231119120004"
"763","110081786","1950","196683.54733597","550112.74388540","000088","52201","N","20231111120009"
"764","110080914","1951","201153.91715166","551650.50040159","000138","52201","N","20231027120009"
"765","110080915","1952","201128.88615260","550348.66395943","156","52201","N","20231024120006"
"766","110080916","1953","199369.48651293","551054.37559367","000180","52203","N","20231101120003"
"767","110080919","1954","202290.15118606","551605.63760255","000174","52201","N","20231119120004"
"768","110081787","1955","195138.14194250","548429.05962576","000090","52201","N","20231115120002"
"769","110081790","1958","194380.55522851","550333.32444076","000093","52201","N","20231117120006"
"770","110081791","1959","193044.34586312","549548.52105594","000094","52201","N","20231118120007"
"771","110081792","1960","193301.14514915","549971.93046474","000095","52201","N","20231118120007"
"772","110081793","1961","192939.03663020","551885.83262828","000096","52201","N","20231105120007"
"773","110081794","1962","193655.10447923","550006.96351657","000097","52201","N","20231119120004"
"774","110081795","1963","196567.38903848","550766.49578926","000098","52201","N","20231110120028"
"775","110081796","1964","190980.31563406","551116.61081688","000099","52201","N","20231115120002"
"776","110081932","2426","200992.54912868","559542.55195121","212","52201","N","20231105120007"
"777","110082911","2427","200471.08840718","560766.36183501","209","52201","N","20231018120001"
"778","110081189","2428","196022.90237706","548619.03003503","000039","52201","N","20231023120005"
"779","110084597","0","203538.22263628","556433.84046184","215","52201","N","20231119120004"
"780","110084462","0","200985.27165230","545932.79536249","000091","52201","N","20231017120007"
"781","110081516","2273","203389.79775587","554733.65682061","148","52201","N","20231118120007"
"782","110082678","2274","197070.35776323","548986.87831455","000009","52201","N","20231025120007"
"783","110082679","2275","207384.44764865","556305.85629200","4-18","52201","N","20231118120007"
"784","110081648","2276","212078.72860435","551101.45824432","000034","52201","N","20231031120006"
"785","110081650","2277","211541.49377061","550292.63816366","000036","52201","N","20231104120010"
"786","110081658","2281","212259.04664167","549701.76925982","000044","52201","N","20231015120025"
"787","110082855","2283","190053.52118330","554199.42725905","79","52201","N","20231101120003"
"788","110082860","2284","194485.55984597","544861.30582745","000338","52205","N","20231030120051"
"789","110082873","2286","197682.79510796","542279.42304430","000399","52201","N","20231117120006"
"790","110082902","2287","207344.04717811","563330.96969343","2-18","52201","N","20231027120009"
"791","110080956","2003","201299.82437517","552318.34560747","6-23","52201","N","20231105120007"
"792","110080957","2004","201191.14534464","552273.76455563","6-22","52201","N","20231105120007"
"793","110080958","2005","201140.11054391","552457.81956636","6-18","52201","N","20231108120004"
"794","110080960","2007","201088.09735538","552344.61797150","6-16","52201","N","20231108120004"
"795","110080961","2008","201214.66030612","552446.17426567","6-19","52201","N","20231108120004"
"796","110080446","2052","196708.52645549","553035.08945413","2-28","52201","N","20231119120004"
"797","110080447","2053","199223.02991628","552206.89366129","3-04","52201","N","20231023120005"
"798","110080448","2054","196428.76243510","551981.75786771","127","52205","N","20231115120002"
"799","110080449","2055","196725.66098627","550958.60135035","000368","52201","N","20230620120008"
"800","110080452","2058","196939.67001019","553815.06702914","2-10","52201","N","20231108120004"
"801","110080454","2060","197300.17782257","553468.13599776","2-20","52201","N","20231112120003"
"802","110080455","2061","196958.68488532","550801.52953712","000086","52201","N","20230620120008"
"803","110080456","2062","196680.97062958","552186.44777639","97","52201","N","20231115120002"
"804","110080457","2063","199824.63415218","554180.50788765","4-13","52201","N","20231109120021"
"805","110080459","2065","196520.64093335","552332.10686869","119","52201","N","20231115120002"
"806","110081962","2066","189431.41381238","543814.41286723","000007","52201","N","20231114120009"
"807","110080460","2067","199162.84889054","552492.23719039","3-14","52201","N","20231027120009"
"808","110080461","2068","198417.05248493","550885.60453088","000366","52201","N","20231101120003"
"809","110080463","2070","197773.99509586","550994.28456530","000367","52201","N","20231103120009"
"810","110081963","2071","190257.39881437","542355.34947361","000008","52201","N","20231116120041"
"811","110080466","2074","199670.95756855","552199.03680092","4-16","52205","N","20231027120009"
"812","110080467","2075","196959.73454996","555303.48940187","5-11","52201","N","20231019120009"
"813","110080468","2076","197406.52107495","553081.22982705","2-23","52201","N","20231112120003"
"814","110081896","2123","201309.58880669","560335.89074180","217","52201","N","20231105120007"
"815","110081897","2124","203724.91800875","559801.20399865","67","52201","N","20231109120021"
"816","110081898","2125","202404.91595471","559372.67160761","108","52201","N","20231118120007"
"817","110081899","2126","203120.37661268","557625.03099176","320","52201","N","20231113120034"
"818","110081900","2127","203050.97330768","558671.64304990","110","52201","N","20231119120004"
"819","110081901","2128","203192.32163811","560581.82137037","111","52201","N","20231109120021"
"820","110081902","2129","202901.05034954","557059.87048234","316","52201","N","20231119120004"
"821","110081903","2130","202170.82191783","557135.39056492","309","52201","N","20231015120025"
"822","110081904","2131","202894.21053550","558169.45428031","301","52201","N","20231119120004"
"823","110081906","2133","201740.27636914","557728.61307672","430","52201","N","20231112120003"
"824","110081907","2134","202043.44848524","557283.91753732","308","52201","N","20231015120025"
"825","110081909","2136","202063.48506561","556972.51612678","312","52201","N","20231015120025"
"826","110081910","2137","202203.10930372","557524.52803106","305","52201","N","20231113120034"
"827","110080972","2139","200860.02396478","551049.14803440","000206","52201","N","20231031120006"
"828","110080431","2140","196188.66869420","551256.19320616","93","52201","N","20231116120041"
"829","110080433","2141","196488.69661240","551663.14676363","85","52203","N","20231116120041"
"830","110080435","2143","199244.45963845","552150.51951368","3-06","52201","N","20230607120017"
"831","110080438","2144","197751.07075285","550540.13055547","000055","52201","N","20231103120009"
"832","110080439","2145","198749.52928975","551024.69131729","000056","52201","N","20231026120008"
"833","110080443","2148","196486.78438322","551707.68453088","128","52201","N","20231116120041"
"834","110080973","2149","199847.26671428","551070.81135259","000208","52201","N","20231101120003"
"835","110080977","2152","201154.02816318","550649.10821685","000212","52201","N","20231025120007"
"836","110081517","2153","203202.20064812","555682.39474898","149","52201","N","20231118120007"
"837","110081519","2155","201000.81882566","553976.58739348","152","52201","N","20231109120021"
"838","110081520","2156","200017.41634575","554756.32572279","153","52201","N","20231116120041"
"839","110081521","2157","200569.29123934","554207.87014275","154","52201","N","20231021120008"
"840","110081523","2159","199322.73591191","554816.23227757","156","52201","N","20231116120041"
"841","110081526","2160","199326.06060348","555200.72979509","159","52201","N","20231113120034"
"842","110081527","2161","200118.00812905","555152.93932283","160","52201","N","20231109120021"
"843","110081528","2162","199611.73732463","554965.13461958","161","52201","N","20231113120034"
"844","110081529","2163","200104.13395684","554733.24188253","162","52201","N","20231116120041"
"845","110081530","2164","200731.28485796","553883.33291585","164","52201","N","20231021120008"
"846","110081531","2165","201708.52537560","555225.71403237","165","52201","N","20231018120001"
"847","110082180","2169","194521.27915563","540848.06681972","000015","52201","N","20231113120034"
"848","110082182","2171","197308.81108487","543046.24481504","000216","52201","N","20231020120003"
"849","110082184","2173","197617.53179540","542254.37486450","000218","52201","N","20231111120009"
"850","110082185","2174","193424.63386504","542227.64903364","000111","52201","N","20231118120007"
"851","110082186","2175","193144.41072588","542882.77866413","000113","52201","N","20231118120007"
"852","110082187","2176","194209.67484262","542161.96399828","000063","52201","N","20231029120041"
"853","110082190","2179","193469.24262064","542081.16656465","000066","52201","N","20231030120051"
"854","110082192","2180","193387.72742923","543986.71425202","000131","52201","N","20231111120009"
"855","110082193","2181","192360.10641249","543798.08207909","000132","52201","N","20231112120003"
"856","110082194","2182","192300.61229669","543256.81216347","000133","52201","N","20231112120003"
"857","110082196","2184","195104.41793917","543870.15376466","000135","52201","N","20231109120021"
"858","110080962","2009","201210.59157659","552353.60684477","6-20","52201","N","20231108120004"
"859","110080965","2011","200507.17172104","552137.24950197","000197","52201","N","20231113120034"
"860","110081760","2012","193407.39962638","549910.30732002","000059","52201","N","20231118120007"
"861","110080967","2014","200699.40573399","550044.32948550","201","52201","N","20231024120006"
"862","110084453","0","183604.01169321","551979.35410940","45","52201","N","20231110120028"
"863","110080550","643","196750.91801303","550372.15658098","000375","52201","N","20230620120008"
"864","110080558","650","196523.47207186","552416.22927325","120","52201","N","20231115120002"
"865","110082433","1006","210800.57331268","548720.23403277","000032","52201","N","20231027120009"
"866","110080166","709","192460.84854180","553357.38844338","37","52201","N","20231115120002"
"867","110080789","1111","200965.00502610","553119.11243920","6-49","52201","N","20231116120041"
"868","110080797","1118","201659.13192137","553059.95293325","6-03","52201","N","20231115120002"
"869","110080805","1126","201815.88377318","552623.05385247","6-32","52201","N","20231108120004"
"870","110082249","1152","193965.67564181","541268.88544777","000125","52201","N","20231119120004"
"871","110082337","1162","196221.51466941","543843.65692204","000083","52201","N","20231118120007"
"872","110082330","1169","193701.28316718","541823.77390900","000053","52201","N","20231018120001"
"873","110082033","1178","186633.65085915","545146.81749255","16","52201","N","20231110120028"
"874","110082042","1186","207230.92625654","556233.11433658","4-13","52201","N","20231118120007"
"875","110082446","1017","189477.43423242","549362.73761953","045","52201","N","20231117120006"
"876","110082454","1024","187138.72229386","546647.31905361","005","52201","N","20231012120004"
"877","110082464","1033","185920.17341687","547203.23956823","017","52201","N","20231012120004"
"878","110080872","1041","199591.12966607","551777.50955483","000090","52202","N","20231031120006"
"879","110080044","1049","191641.82987230","555032.76666631","63","52201","N","20231024120006"
"880","110080052","1056","193061.09553377","553525.43673791","42","52201","N","20231104120010"
"881","110080055","1059","193781.04744361","551448.74583480","19","52201","N","20231009120013"
"882","110080063","1067","194082.99656145","555059.20131456","60","52201","N","20231108120004"
"883","110080073","1075","190146.93872565","554224.08017814","75","52201","N","20231101120003"
"884","110080082","1082","194165.47245325","553150.32196967","12","52201","N","20231007120010"
"885","110080095","1090","191721.60143579","553074.34492527","47","52201","N","20231111120009"
"886","110080102","1097","192260.02194551","558373.70727946","7","52201","N","20231013120007"
"887","110082051","1195","207818.05605722","555647.36330019","4-6","52201","N","20231118120007"
"888","110082060","1203","205103.67508151","557902.04766331","4-7","52201","N","20231109120021"
"889","110082067","1210","206824.96833643","554778.17784204","4-3","52201","N","20231021120008"
"890","110082076","1218","207887.04937610","560482.42797899","1-12","52201","N","20231015120025"
"891","110080727","1225","196515.99926209","556017.84803247","5-25","52201","N","20231115120002"
"892","110082254","882","195151.35956689","542757.38269800","000130","52201","N","20231027120009"
"893","110081365","886","192290.26002987","545596.05147372","000036","52201","N","20231119120004"
"894","110082257","893","195411.67095089","543204.55552700","000103","52201","N","20231112120003"
"895","110081557","902","199056.46429324","554966.60277610","95","52201","N","20231106120008"
"896","110081924","909","203208.77558013","562920.57623651","115","52201","N","20231110120028"
"897","110080626","917","198700.67444066","551043.43342346","000265","52201","N","20231026120008"
"898","110080638","925","199203.25610452","552518.68278718","3-15","52201","N","20231027120009"
"899","110080643","930","196747.07655051","550896.88264420","000250","52201","N","20230620120008"
"900","110080654","938","198883.33442127","553632.66571644","3-35","52201","N","20231022120010"
"901","110080667","946","196705.33155222","550987.76447193","000296","52201","N","20230620120008"
"902","110080676","954","198691.21330813","550950.55248196","000297","52201","N","20231026120008"
"903","110080684","962","199082.06255076","552506.58665302","3-12","52201","N","20231102120007"
"904","110080691","969","200577.26566443","553417.39031172","4-49","52201","N","20231002120010"
"905","110084887","0","188516.28536993","548975.45948660","012","52201","N","20231117120006"
"906","110084888","0","186721.44329262","548920.35272271","48","52201","N","20231108120004"
"907","110084892","0","191835.91501506","546796.28219123","000079","52201","N","20231016120009"
"908","110081758","1689","191877.05249109","551375.82004990","000057","52201","N","20231021120008"
"909","110080883","1697","203109.53129679","553975.60829530","055","52201","N","20231102120007"
"910","110080891","1705","201039.55668220","551191.84943976","000139","52201","N","20231031120006"
"911","110081326","1712","203619.14331325","553056.50731330","048","52201","N","20231019120009"
"912","110080906","1721","200574.51178326","552072.08052633","000145","52201","N","20231113120034"
"913","110081329","1731","205206.16030752","552257.24136647","051","52201","N","20231003120009"
"914","110081336","1738","204906.17133380","555588.85397559","015","52201","N","20231025120007"
"915","110081610","1747","211651.79432986","549388.43971747","000083","52201","N","20231119120004"
"916","110081621","1755","211469.10807192","549132.91754030","000008","52201","N","20231119120004"
"917","110081024","1764","204155.91990241","551345.26018094","000129","52201","N","20231116120041"
"918","110080222","1859","204563.09226025","544228.61511877","000027","52201","N","20231105120007"
"919","110080230","1866","203343.40524549","543701.15967219","000035","52201","N","20231026120008"
"920","110080240","1875","202163.94005980","546837.31826374","000011","52201","N","20231102120007"
"921","110081434","1534","201197.88042379","556385.16924263","6","52201","N","20231019120009"
"922","110081442","1542","200946.62933989","555499.92446995","13","52201","N","20231029120041"
"923","110081449","1549","202637.96994669","556162.59951871","22","52201","N","20231117120006"
"924","110081455","1557","204688.90640746","556187.35207255","28","52201","N","20231104120010"
"925","110081462","1564","202773.33304479","554026.38872977","35","52201","N","20231117120006"
"926","110081470","1572","199421.40573195","555160.30211770","55","52201","N","20231113120034"
"927","110081477","1580","202131.91278122","553719.98583002","39","52201","N","20231117120006"
"928","110080575","1589","199475.61197653","554546.67649426","4-37","52201","N","20231106120008"
"929","110082402","1596","194161.50506761","543130.34261209","000110","52201","N","20231102120007"
"930","110080586","1603","198540.35444964","553716.81862189","3-22","52201","N","20231113120034"
"931","110080593","1610","198499.80844913","553901.77658249","1-10","52201","N","20231103120009"
"932","110080603","1618","198086.44952151","551036.18020790","000389","52201","N","20231031120006"
"933","110080611","1626","197895.32875314","550983.30553175","000270","52201","N","20231031120006"
"934","110081310","1636","203797.09538608","553869.13010256","044","52201","N","20231014120003"
"935","110081726","1648","193251.82407923","551815.32507793","000079","52201","N","20231118120007"
"936","110081734","1656","196515.81186526","550440.61390934","000033","52201","N","20231108120004"
"937","110080920","1966","202010.93475663","551433.00112307","000166","52201","N","20231025120007"
"938","110080930","1974","201625.74264145","552022.14218271","000155","52201","N","20231119120004"
"939","110080938","1983","200515.31592813","553192.90535147","4-29","52201","N","20231002120010"
"940","110080943","1990","201415.53047121","550790.29832947","000148","52201","N","20231025120007"
"941","110081759","1998","194509.64068692","549853.32006437","000058","52201","N","20231116120041"
"942","110080959","2006","201620.67403604","552598.84691377","6-28","52201","N","20231024120006"
"943","110080451","2057","197068.35534046","552576.71196999","2-37","52201","N","20231119120004"
"944","110080458","2064","197160.11326459","554308.15117281","2-34","52201","N","20231108120004"
"945","110080464","2072","199620.32259144","554214.14763278","4-15","52201","N","20231106120008"
"946","110081905","2132","201840.24834149","558571.39331164","429","52201","N","20231112120003"
"947","110080434","2142","197157.35867028","550989.03850617","000063","52201","N","20230620120008"
"948","110080974","2150","201008.60675451","551650.18236730","000209","52201","N","20231027120009"
"949","110081522","2158","201397.41631090","554708.38273317","155","52201","N","20231015120025"
"950","110081532","2166","200952.80908162","556759.42431020","167","52201","N","20231025120007"
"951","110082181","2170","196344.12635090","543238.41515995","000114","52201","N","20231118120007"
"952","110082189","2178","194399.93150238","542570.88313007","000065","52201","N","20231110120028"
"953","110080963","2010","201064.96989835","552457.65707284","6-13","52201","N","20231108120004"
"954","110080970","2018","199838.78369866","551124.51810112","000204","52201","N","20231101120003"
"955","110081766","2026","196751.74211308","550092.07360327","000066","52201","N","20231111120009"
"956","110081862","2089","203462.74675125","559856.39221246","37","52201","N","20231025120007"
"957","110081869","2096","202001.95771018","560689.49610714","203","52201","N","20231116120041"
"958","110081879","2106","202008.30946233","557952.97309891","302","52201","N","20231113120034"
"959","110081886","2114","201522.29275962","561654.16563713","2","52201","N","20231112120003"
"960","110081893","2121","202329.57893507","559627.33137478","104","52201","N","20231109120021"
"961","110082607","2036","195423.07907406","545691.68967862","000205","52201","N","20231031120006"
"962","110081773","2044","192059.66834913","551821.17521750","000073","52201","N","20231110120028"
"963","110080257","1882","209710.17192227","541342.61952702","000071","52201","N","20231021120008"
"964","110084545","0","203795.33555391","553803.39242322","072","52201","N","20231014120003"
"965","110084055","0","204222.72358214","539320.23385516","000090","52201","N","20231105120007"
"966","110083135","0","213289.92801934","544338.50816148","000033","52201","N","20231029120041"
"967","110084536","0","200622.53042405","560242.60479995","221","52201","N","20231018120001"
"968","110083084","0","191505.27886726","557457.05995138","53","52201","N","20231116120041"
"969","110083158","0","186202.12924017","544470.62667156","91","52201","N","20231109120021"
"970","110081062","0","205983.84678280","548622.27631381","000003","52201","N","20231022120010"
"971","110083240","0","201100.85853509","560459.38232767","219","52201","N","20231116120041"
"972","110083719","0","198344.69255095","552009.29168227","000402","52201","N","20231031120006"
"973","110084090","0","188895.30169671","549626.59226802","013","52201","N","20231117120006"
"974","110084716","0","205136.34194886","553393.97229816","077(3025)","52201","N","20231019120009"
"975","110084721","0","203477.31647834","554300.13311160","079","52201","N","20231102120007"
"976","110080629","0","195955.28308042","552521.68404736","86","52201","N","20231118120007"
"977","110080712","0","195646.56549257","551128.63015571","102","52203","N","20231021120008"
"978","110081067","0","206333.21631960","549704.40823403","000048","52201","N","20231022120010"
"979","110081405","0","191924.25845692","545824.15054141","000064","52201","N","20231106120008"
"980","110081812","0","201358.04946628","559791.98142598","213","52201","N","20231117120006"
"981","110081491","340","200482.80480785","557744.34375880","65","52201","N","20231021120008"
"982","110080133","686","192531.92780390","558612.19531139","23","52201","N","20231013120007"
"983","110081143","746","197804.36313362","550396.90922593","000112","52201","N","20231009120013"
"984","110081684","804","211591.08368355","548933.74672416","000076","52201","N","20231112120003"
"985","110082216","821","194149.14560795","540901.61115157","000088","52201","N","20231021120008"
"986","110082232","837","195433.45040042","542842.33947197","000071","52201","N","20231119120004"
"987","110081160","761","196824.82886416","549883.03772972","000129","52201","N","20231019120009"
"988","110081288","713","205827.21265100","553948.39223122","009","52201","N","20231110120028"
"989","110081306","730","205746.38386517","555550.77591250","032(891)","52201","N","20231111120009"
"990","110082161","571","194078.43314558","540630.05909936","000040","52201","N","20231119120004"
"991","110082500","599","206612.00492269","556810.03581728","4-15","52201","N","20231113120034"
"992","110082471","615","186891.81072206","547268.22150533","027","52201","N","20231029120041"
"993","110080530","626","196209.05043843","555813.37988689","5-37","52201","N","20231109120021"
"994","110080548","642","198244.79086116","550926.50890951","000372","52201","N","20231101120003"
"995","110082437","1008","213671.45665518","544603.19732769","000030","52201","N","20231027120009"
"996","110080786","1108","200931.65770515","552929.28052023","6-57","52201","N","20231116120041"
"997","110080702","980","197387.76372712","557147.82101920","5-33","52201","N","20231029120041"
"998","110080710","987","198418.49571370","552643.69318920","1-17","52202","N","20231116120041"
"999","110080720","996","196504.07127320","555845.30692343","5-24","52201","N","20231115120002"
"1000","110082430","1003","213527.93147348","544611.70623521","000029","52201","N","20231027120009"
"1001","110080311","1320","202821.66378374","542987.95335669","000015","52201","N","20231118120007"
"1002","110080371","1331","187005.03123842","549188.13897715","29","52201","N","20231014120003"
"1003","110080382","1339","187715.92771312","548669.97591851","03","52201","N","20230527120035"
